id,formula,density_calc,Hmix,Smix,Gmix,Tm,delta,elec_diff,VEC,processing,microstructure,doi,composition_norm
Alloy 0305,CoCrFeNiMn,8.025760676,-4.16,13.38161053,386.5578337,1488.962298,3.269463577,0.138361844,8.0,AC,FCC,10.1016/j.jallcom.2013.12.210,CoCrFeMnNi
Alloy 0306,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.msea.2018.11.054,HfNbTaTiZr
Alloy 0307,HfNbTiZr,8.4,2.5,11.53,609.5544375,2331.25,4.12,0.13,4.25,AC,BCC,10.1016/j.msea.2018.11.054,HfNbTiZr
Alloy 0308,HfNbTiZr,8.4,2.5,11.53,609.5544375,2331.25,4.12,0.13,4.25,AC,BCC,10.1016/j.msea.2018.11.054,HfNbTiZr
Alloy 0309,Ti35Zr27.5Hf27.5Nb5Ta5,8.493765586,-10.245,11.44944891,532.6473123,2036.537698,4.495453867,0.114716771,4.1,AC,BCC,0.98,Hf27.5Nb5Ta5Ti35Zr27.5
Alloy 0310,Ta0.6ZrHfTi,10.68815608,1.790123457,11.35814929,575.4103625,2199.222222,4.752695773,0.105240759,4.277777778,AC,BCC,10.1016/j.msea.2018.11.054,HfTa0.6TiZr
Alloy 0311,Ta0.5ZrHfTi,10.8281302,1.795918367,11.23935679,578.2684512,2209.142857,4.708270791,0.105424313,4.285714286,AC,BCC,10.1016/j.msea.2018.11.054,HfTa0.5TiZr
Alloy 0312,Ta0.4ZrHfTi,10.97780806,1.799307958,11.07132439,581.3910137,2219.647059,4.652904584,0.105538658,4.294117647,AC,BCC,10.1016/j.msea.2018.11.054,HfTa0.4TiZr
Alloy 0313,Ti40Zr25Nb25Ta10,7.2301821,2.26,10.72500744,535.9874348,2043.6,4.65247045,0.101797593,4.35,AC,BCC,10.1016/j.msea.2018.11.054,Nb25Ta10Ti40Zr25
Alloy 0314,Ti45Zr25Nb25Ta5,6.661832874,2.14,9.996163975,519.9081231,1976.8,4.583851177,0.10219956,4.3,AC,BCC,10.1016/j.msea.2018.11.054,Nb25Ta5Ti45Zr25
Alloy 0315,Ti35Zr25Nb25Ta15,7.796933033,2.36,11.18422299,552.5383758,2110.4,4.717914152,0.101354576,4.4,AC,BCC,10.1016/j.msea.2018.11.054,Nb25Ta15Ti35Zr25
Alloy 0316,Ti30Zr25Nb25Ta20,8.362092405,2.44,11.44258394,569.4652462,2177.2,4.780298313,0.100869966,4.45,AC,BCC,10.1016/j.msea.2018.11.054,Nb25Ta20Ti30Zr25
Alloy 0317,Ti25Zr25Nb25Ta25,8.925666912,2.5,11.52629192,586.7495009,2244.0,4.839726937,0.100343161,4.5,AC,BCC,10.1016/j.msea.2018.11.054,Nb25Ta25Ti25Zr25
Alloy 0318,MoNbTaTiV,9.37,-2.56,13.38,678.12488,2612.0,3.34,0.24,5.0,PM,BCC,0.1016/j.jmst.2019.07.013,MoNbTaTiV
Alloy 0319,MoNbTaTiV,9.37,-2.56,13.38,678.12488,2612.0,3.34,0.24,5.0,PM,BCC,0.1016/j.jmst.2019.07.013,MoNbTaTiV
Alloy 0320,MoNbTaTiV,9.37,-2.56,13.38,678.12488,2612.0,3.34,0.24,5.0,PM,BCC + Im,0.1016/j.jmst.2019.07.013,MoNbTaTiV
Alloy 0321,AlCoCrFeNi,6.72,-12.32,13.38,437.2111258,1684.09,5.25,0.12,7.2,AC,BCC,10.1016/j.matdes.2013.12.048,AlCoCrFeNi
Alloy 0322,AlCoCrFeNiV0.2,6.699123077,-13.07692308,14.22238699,356.8175518,1378.908417,5.680701531,0.121601736,7.115384615,AC,BCC,10.1016/j.matdes.2013.12.048,AlCoCrFeNiV0.2
Alloy 0323,AlCoCrFeNiV0.5,6.663791786,-13.95041322,14.69798576,361.537126,1399.722249,5.543349113,0.122575664,7.0,AC,BCC,10.1016/j.matdes.2013.12.048,AlCoCrFeNiV0.5
Alloy 0324,AlCoCrFeNiV0.8,6.632458546,-14.57788347,14.87154905,366.2457299,1418.907162,5.415173375,0.123026635,6.896551724,AC,BCC,10.1016/j.matdes.2013.12.048,AlCoCrFeNiV0.8
Alloy 0325,AlCoCrFeNiV1.0,6.613467917,-14.88888889,14.8975162,369.2998715,1430.884178,5.334355642,0.123107902,6.833333333,AC,BCC,10.1016/j.matdes.2013.12.048,AlCoCrFeNiV1.0
Alloy 0326,Al2CoCrFeNi,5.878985717,-15.44444444,12.97646755,321.5421933,1236.648217,6.6780149,0.126622799,6.5,AC,BCC + Im,10.1016/j.jallcom.2019.07.100,Al2CoCrFeNi
Alloy 0327,Al1.8CoCrFeNiTi0.2,5.953084994,-17.2,13.8774309,328.7213675,1268.660498,6.792446097,0.129786577,6.533333333,AC,BCC + Im,10.1016/j.jallcom.2019.07.100,Al1.8CoCrFeNiTi0.2
Alloy 0328,Al1.5CoCrFeNiTi0.5,6.063594244,-19.33333333,14.53497229,340.6359879,1317.993867,6.95835874,0.134316686,6.583333333,AC,BCC + Im,10.1016/j.jallcom.2019.07.100,Al1.5CoCrFeNiTi0.5
Alloy 0329,Al1.2CoCrFeNiTi0.8,6.173342941,-20.86666667,14.84171088,353.391497,1368.975464,7.117831292,0.138610566,6.633333333,AC,BCC,10.1016/j.jallcom.2019.07.100,Al1.2CoCrFeNiTi0.8
Alloy 0330,AlCoCrFeNiTi,6.23,-21.56,14.9,445.693911,1726.91,6.58,0.14,6.67,AC,BCC + Im,10.1016/j.jallcom.2019.07.100,AlCoCrFeNiTi
Alloy 0331,Al0.8CoCrFeNiTi1.2,6.318504962,-21.97777778,14.84171088,371.6384062,1439.660858,7.321195919,0.14400463,6.7,AC,BCC + Im,10.1016/j.jallcom.2019.07.100,Al0.8CoCrFeNiTi1.2
Alloy 0332,HfNbTiZr,8.4,2.5,11.53,609.5544375,2331.25,4.12,0.13,4.25,AC,BCC,10.1016/j.mtcomm.2018.06.004,HfNbTiZr
Alloy 0333,Al0.5HfNbTiZr,7.880052679,-10.96296296,13.14594406,502.6094733,1934.241259,4.957906842,0.1331202,4.111111111,AC,BCC,10.1016/j.mtcomm.2018.06.004,Al0.5HfNbTiZr
Alloy 0334,Al0.75HfNbTiZr,7.650199416,-15.64542936,13.33280622,487.503048,1877.475111,4.969833989,0.133767069,4.052631579,AC,BCC,10.1016/j.mtcomm.2018.06.004,Al0.75HfNbTiZr
Alloy 0335,AlHfNbTiZr,7.439877924,-19.36,13.38161053,473.9272514,1825.551003,4.968270135,0.133955216,4.0,AC,BCC,10.1016/j.mtcomm.2018.06.004,AlHfNbTiZr
Alloy 0336,Al1.25HfNbTiZr,7.2467001,-22.31292517,13.34553197,461.6108101,1777.874752,4.95666278,0.133805287,3.952380952,AC,BCC,10.1016/j.mtcomm.2018.06.004,Al1.25HfNbTiZr
Alloy 0337,Al1.5HfNbTiZr,7.068651913,-24.66115702,13.2546386,450.3596584,1733.945573,4.937539432,0.133404251,3.909090909,AC,BCC,10.1016/j.mtcomm.2018.06.004,Al1.5HfNbTiZr
Alloy 0338,Al0.5Cr0.9FeNi2.5V0.2,7.428940236,-10.99730873,11.05609168,379.6347552,1449.33988,4.444703117,0.118924761,8.019607843,PM,FCC + Im,10.1016/j.jallcom.2019.152196,Al0.5Cr0.9FeNi2.5V0.2
Alloy 0339,Al0.5Cr0.9FeNi2.5V0.2,7.428940236,-10.99730873,11.05609168,379.6347552,1449.33988,4.444703117,0.118924761,8.019607843,AC,FCC,10.1016/j.jallcom.2019.152196,Al0.5Cr0.9FeNi2.5V0.2
Alloy 0340,Al0.5Cr0.9FeNi2.5V0.2,7.428940236,-10.99730873,11.05609168,379.6347552,1449.33988,4.444703117,0.118924761,8.019607843,AC,FCC + Im,10.1016/j.jallcom.2019.152196,Al0.5Cr0.9FeNi2.5V0.2
Alloy 0341,Fe22Co20Ni19Cr20Mn12Al7,7.544302414,-7.5184,14.40897963,374.8877458,1449.76134,4.345955752,0.130196621,7.71,AC,FCC + BCC + Im,10.1016/j.msea.2019.138555,Al7Co20Cr20Fe22Mn12Ni19
Alloy 0345,Fe40Mn40Co10Cr10,7.715282655,-0.96,9.923722948,380.7230282,1447.2,4.045008413,0.138289551,7.5,AC,FCC,10.1016/j.actamat.2015.04.014,Co10Cr10Fe40Mn40
Alloy 0346,FeMnNiCoCr,8.025760676,-4.16,13.38161053,386.5578337,1488.962298,3.269463577,0.138361844,8.0,AC,FCC,10.1016/j.actamat.2013.06.018,CoCrFeMnNi
Alloy 0347,FeMnNiCoCr,8.025760676,-4.16,13.38161053,386.5578337,1488.962298,3.269463577,0.138361844,8.0,AC,FCC,10.1016/j.actamat.2013.06.018,CoCrFeMnNi
Alloy 0351,CoCrFeMnNi,8.025760676,-4.16,13.38,467.623384,1801.2,0.92,0.14,8.0,AC,FCC,10.1016/j.actamat.2017.07.023,CoCrFeMnNi
Alloy 0352,Al5Nb24Ti40V5Zr26,6.068935026,-6.8576,11.29799536,491.5373168,1878.25911,5.289095698,0.109284766,4.24,AC,BCC,10.1016/j.intermet.2019.106652,Al5Nb24Ti40V5Zr26
Alloy 0353,Al5Nb24Ti40V5Zr26,6.068935026,-6.8576,11.29799536,491.5373168,1878.25911,5.289095698,0.109284766,4.24,AC,BCC + Im,10.1016/j.intermet.2019.106652,Al5Nb24Ti40V5Zr26
Alloy 0354,Fe50Mn30Co10Cr10,7.760129907,-0.92,9.713640154,388.6624044,1476.2,3.833181374,0.132075736,7.6,AC,FCC + Im,10.1038/nature17981,Co10Cr10Fe50Mn30
Alloy 0355,Fe37Mn45Co9Cr9,7.690438695,-0.882,9.650030892,376.5579718,1429.88,4.092070055,0.1392543,7.46,AC,FCC,10.1038/nature17981,Co9Cr9Fe37Mn45
Alloy 0356,Fe50Mn30Co10Cr10,7.760129907,-0.92,9.713640154,388.6624044,1476.2,3.833181374,0.132075736,7.6,PM,FCC,10.1007/s00339-017-1151-7,Co10Cr10Fe50Mn30
Alloy 0357,CoFeNi2V0.5Mo0.2,8.400470171,-6.826618379,11.59727816,407.9007294,1560.456422,2.462154283,0.103645634,8.659574468,AC,FCC,10.1016/j.scriptamat.2019.02.038,CoFeMo0.2Ni2V0.5
Alloy 0359,Al10Co25Cr8Fe15Ni36Ti6,7.388644866,-13.9748,13.30361728,369.6710207,1423.527704,5.655462385,0.122434105,8.07,AC,FCC + Im,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6
Alloy 0360,Al10Co25Cr8Fe15Ni36Ti6,7.388644866,-13.9748,13.30361728,369.6710207,1423.527704,5.655462385,0.122434105,8.07,AC,FCC + Im,10.3390/e21020169,Al10Co25Cr8Fe15Ni36Ti6
Alloy 0361,CoCrFeNiTi0.2,7.926436279,-7.346938776,12.56917544,408.1727091,1567.326205,3.658435996,0.111625792,8.047619048,AC,FCC,10.3390/e21040389,CoCrFeNiTi0.2
Alloy 0362,Al0.3CoCrCu0.3FeNi,7.732722037,-4.383742911,13.99403985,375.9031663,1451.347104,3.647211565,0.106545916,8.086956522,AC,FCC,10.3390/e20120967,Al0.3CoCrCu0.3FeNi
Alloy 0363,Al0.3CoCrCu0.3FeNi,7.732722037,-4.383742911,13.99403985,375.9031663,1451.347104,3.647211565,0.106545916,8.086956522,AC,FCC,10.3390/e20120967,Al0.3CoCrCu0.3FeNi
Alloy 0364,CrCoFeNiMn,8.03,-4.16,13.38,467.623384,1801.2,0.92,0.14,8.0,AC,FCC,10.1016/j.ijplas.2019.07.017,CoCrFeMnNi
Alloy 0365,CrCoFeNiMn,8.03,-4.16,13.38,467.623384,1801.2,0.92,0.14,8.0,AC,FCC,10.1016/j.ijplas.2019.07.017,CoCrFeMnNi
Alloy 0366,CrCoFeNiMn,8.03,-4.16,13.38,467.623384,1801.2,0.92,0.14,8.0,AC,FCC,10.1016/j.ijplas.2019.07.017,CoCrFeMnNi
Alloy 0367,CrCoFeNiMn,8.03,-4.16,13.38,467.623384,1801.2,0.92,0.14,8.0,AC,FCC,10.1016/j.ijplas.2019.07.017,CoCrFeMnNi
Alloy 0368,TiZrHfCr0.2Mo,8.686830363,-4.444444444,12.56917544,542.8538517,2084.462533,7.254736767,0.338068409,4.571428571,AC,BCC,10.1016/j.msec.2019.110322,Cr0.2HfMoTiZr
Alloy 0369,Cr26Mn20Fe20Co20Ni14,7.924909869,-3.7232,13.22962036,391.7481361,1508.06978,3.262141651,0.135458481,7.76,AC,FCC,10.1016/j.mtla.2019.100485,Co20Cr26Fe20Mn20Ni14
Alloy 0370,Ti1.89CrNbV0.56,6.184842846,-4.089746244,10.77141625,502.1076667,1914.786517,6.319443553,0.048822023,4.8,AC,BCC,10.1016/j.matchar.2019.109980,CrNbTi1.89V0.56
Alloy 0371,Ti1.89CrNbV0.56,6.184842846,-4.089746244,10.77141625,502.1076667,1914.786517,6.319443553,0.048822023,4.8,AC,BCC + Im,10.1016/j.matchar.2019.109980,CrNbTi1.89V0.56
Alloy 0372,HfNbTaTiZr,9.9,2.72,13.38,655.02398,2523.0,4.01,0.12,4.4,AC,BCC,10.1016/j.matlet.2019.07.027,HfNbTaTiZr
Alloy 0373,HfNbTaTiZrW,11.20730067,-3.222222222,14.8975162,639.1645544,2476.410793,5.720897965,0.354483192,4.666666667,AC,BCC,10.1016/j.jallcom.2019.06.138,HfNbTaTiWZr
Alloy 0374,HfNbTaTiZrMoW,11.08932892,-2.93877551,16.17919618,596.7681774,2323.686817,6.024071519,0.38134563,4.857142857,AC,BCC,10.1016/j.jallcom.2019.06.138,HfMoNbTaTiWZr
Alloy 0377,Al0.5CoCrFeNi,7.33,-9.09,13.15,459.275785,1767.5,4.22,0.11,7.67,AC,FCC + BCC,10.1007/s12598-016-0860-y,Al0.5CoCrFeNi
Alloy 0378,Al0.5CoCrFeNi,7.33,-9.09,13.15,459.275785,1767.5,4.22,0.11,7.67,AC,FCC + BCC,10.1007/s12598-016-0860-y,Al0.5CoCrFeNi
Alloy 0379,Al0.5CoCrFeNi,7.33,-9.09,13.15,459.275785,1767.5,4.22,0.11,7.67,AC,FCC + BCC,10.1007/s12598-016-0860-y,Al0.5CoCrFeNi
Alloy 0380,Al0.5CoCrFeNi,7.33,-9.09,13.15,459.275785,1767.5,4.22,0.11,7.67,AC,FCC + BCC,10.1007/s12598-016-0860-y,Al0.5CoCrFeNi
Alloy 0381,Ni46Co22Al12Cr8Fe8Ti3Mo1,7.453086934,-13.03169786,12.47259103,442.1775343,1697.29,5.45784,0.11814667,8.24,PM,FCC + Im,10.1016/j.matchemphys.2019.121749,Al12Co22Cr8Fe8Mo1Ni46Ti3
Alloy 0382,Ni45(FeCoCr)40(AlTi)15,7.432029989,-14.63666667,12.91925854,378.8816252,1456.840901,5.631744257,0.12911663,8.091666667,AC,FCC + Im,10.1016/j.scriptamat.2017.12.001,AlCoCrFeNi45Ti
Alloy 0383,Ni45(FeCoCr)40(AlTi)15,7.432029989,-14.63666667,12.91925854,378.8816252,1456.840901,5.631744257,0.12911663,8.091666667,AC,FCC + Im,10.1016/j.scriptamat.2017.12.001,AlCoCrFeNi45Ti
Alloy 0384,Ti2ZrHf0.5V,6.52433557,-1.777777778,10.58454586,474.5036779,1808.222222,6.956581546,0.123107902,4.222222222,AC,BCC,10.1007/s40195-019-00921-3,Hf0.5Ti2VZr
Alloy 0385,Ti2ZrHf0.5VNb0.25,6.6292353,-1.019390582,11.74184049,495.3262273,1895.930246,6.815842839,0.122467702,4.263157895,AC,BCC,10.1007/s40195-019-00921-3,Hf0.5Nb0.25Ti2VZr
Alloy 0386,Ti2ZrHf0.5VNb0.5,6.72390148,-0.4,12.22898133,501.632141,1923.651423,6.682543255,0.12163881,4.3,AC,BCC,10.1007/s40195-019-00921-3,Hf0.5Nb0.5Ti2VZr
Alloy 0387,Ti2ZrHf0.5VNb0.75,6.809761971,0.108843537,12.48236446,507.699524,1948.810161,6.556163114,0.120678355,4.333333333,AC,BCC,10.1007/s40195-019-00921-3,Hf0.5Nb0.75Ti2VZr
Alloy 0388,Ti2ZrHf0.5VNb,6.887990805,0.52892562,12.60229632,513.4386746,1971.746058,6.436207738,0.119627521,4.363636364,AC,BCC,10.1007/s40195-019-00921-3,Hf0.5NbTi2VZr
Alloy 0389,ZrTiHfCuNiFe,8.436944231,-24.77777778,14.8975162,431.3592945,1671.367381,10.92413122,0.257601113,6.833333333,AC,BCC,10.1016/j.intermet.2019.106515,CuFeHfNiTiZr
Alloy 0390,AlCrFeCoNi,6.73,-12.32,13.38,354.1129114,1364.02,5.78,0.12,7.2,AC,BCC,10.1016/j.intermet.2019.106515,AlCoCrFeNi
Alloy 0391,AlCoCrCuFeNi,7.07,-4.78,14.9,420.623371,1629.71,4.82,0.12,7.83,AC,BCC,10.1016/j.intermet.2019.106515,AlCoCrCuFeNi
Alloy 0392,AlCoCrFeMo0.05Ni2,7.083622569,-11.94453931,13.2671945,361.0007326,1389.938697,5.422491548,0.124400344,7.652892562,AC,FCC + BCC + Im,10.1016/j.msea.2019.05.058,AlCoCrFeMo0.05Ni2
Alloy 0393,FeCoNiCrMn,8.025760676,-4.16,13.38161053,386.5578337,1488.962298,3.269463577,0.138361844,8.0,AC,FCC,10.1016/j.jallcom.2019.04.035,CoCrFeMnNi
Alloy 0395,HfNbTiZr,8.4,2.5,11.53,609.5544375,2331.25,4.12,0.13,4.25,AC,BCC,10.3390/met9050485,HfNbTiZr
Alloy 0398,CoCrFeNiMo0.2,8.31,-4.04,12.57,500.1569836,1920.52,2.51,0.12,8.14,AC,FCC,10.3390/e21090833,CoCrFeMo0.2Ni
Alloy 0399,CoCrFeNiMo0.2,8.31,-4.04,12.57,500.1569836,1920.52,2.51,0.12,8.14,AC,FCC,10.3390/e21090833,CoCrFeMo0.2Ni
Alloy 0400,CoCrFeNiMo0.2,8.31,-4.04,12.57,500.1569836,1920.52,2.51,0.12,8.14,AC,FCC,10.3390/e21090833,CoCrFeMo0.2Ni
Alloy 0401,CoCrFeNiMo0.2,8.31,-4.04,12.57,500.1569836,1920.52,2.51,0.12,8.14,AC,FCC,10.3390/e21090833,CoCrFeMo0.2Ni
Alloy 0402,CoCrFeNiMo0.2,8.31,-4.04,12.57,500.1569836,1920.52,2.51,0.12,8.14,AC,FCC + Im,10.3390/e21090833,CoCrFeMo0.2Ni
Alloy 0403,CoCrFeNiMo0.2,8.31,-4.04,12.57,500.1569836,1920.52,2.51,0.12,8.14,AC,FCC + Im,10.3390/e21090833,CoCrFeMo0.2Ni
Alloy 0404,Ti40Zr10Ni40Co5Cu5,6.471585556,-34.1,10.50003754,404.8157454,1542.285346,9.260965256,0.212569988,7.0,AC,BCC + Im,10.1007/s12540-019-00383-3,Co5Cu5Ni40Ti40Zr10
Alloy 0405,Ti30Zr20Ni30Co10Cu10,6.705104011,-33.2,12.51150515,402.3982511,1544.910655,10.20926813,0.23471046,7.0,AC,BCC + Im,10.1007/s12540-019-00383-3,Co10Cu10Ni30Ti30Zr20
Alloy 0406,Ti25Zr25Ni16.67Co16.67Cu16.67,6.821779186,-29.7219997,13.21207256,396.1143429,1524.874804,10.47752111,0.242639159,7.00029997,AC,BCC + Im,10.1007/s12540-019-00383-3,Co16.67Cu16.67Ni16.67Ti25Zr25
Alloy 0407,Ti30Zr10Hf10Ni30Co10Cu10,7.691658339,-31.88,13.66413435,421.4026651,1625.053072,9.961332928,0.239298976,7.0,AC,BCC + Im,10.1007/s12540-019-00383-3,Co10Cu10Hf10Ni30Ti30Zr10
Alloy 0408,Ti20Zr15Hf15Ni20Co15Cu15,8.349606817,-30.38,14.81676354,427.4553954,1655.745668,10.61019434,0.258810259,7.0,AC,BCC + Im,10.1007/s12540-019-00383-3,Co15Cu15Hf15Ni20Ti20Zr15
Alloy 0409,CoCuHfNiTiZr,8.5,-23.52,13.38,503.678223,1940.15,10.21,0.26,6.4,AC,BCC + Im,10.1007/s12540-019-00383-3,CoCuHfNiTiZr
Alloy 0410,CrFeMnV,7.110005157,-2.25,11.52629192,426.6574732,1631.75,3.545392507,0.102072278,6.5,AC,BCC,10.1016/j.jmst.2018.02.026,CrFeMnV
Alloy 0411,CrMn0.3FeVCu0.06,7.07566865,2.186791383,11.38813601,433.4125033,1656.692131,3.081938936,0.098349024,6.476190476,AC,FCC + BCC,10.1016/j.jmst.2018.02.026,CrCu0.06FeMn0.3V
Alloy 0412,CrMn0.5FeVCu0.10,7.114770999,2.37654321,11.98251164,421.5294505,1614.938051,3.248968031,0.10315808,6.555555556,AC,FCC + BCC,10.1016/j.jmst.2018.02.026,CrCu0.10FeMn0.5V
Alloy 0413,CrMn0.7FeVCu0.14,7.149092989,2.520616319,12.32346653,411.9592169,1580.336714,3.361580698,0.106926652,6.625,AC,FCC + BCC,10.1016/j.jmst.2018.02.026,CrCu0.14FeMn0.7V
Alloy 0414,CrMnFeVCu0.20,7.19336934,2.675736961,12.56917544,400.6190634,1538.283298,3.466126823,0.111239155,6.714285714,AC,FCC + BCC,10.1016/j.jmst.2018.02.026,CrCu0.20FeMnV
Alloy 0415,NbMoTaWVTi,10.96954219,-4.222222222,14.8975162,689.0128364,2669.548345,3.575640761,0.334086649,5.166666667,PM,FCC + BCC,10.3390/ma11050669,MoNbTaTiVW
Alloy 0416,CoCrCuFeNi,8.33,3.2,13.38,459.257999,1768.95,1.07,0.09,8.8,AC,FCC,10.1016/j.jmst.2017.11.007,CoCrCuFeNi
Alloy 0417, (CoCrCuFeNi)96Nb4,8.358058555,-14.247936,14.24271136,378.6629953,1463.445707,2.916370967,0.101501559,8.648,AC,FCC,10.1016/j.jmst.2017.11.007,CoCrCuFeNb4Ni
Alloy 0418, (CoCrCuFeNi)92Nb8,8.371280937,-15.385344,14.62889906,388.1885457,1502.505232,3.893664566,0.109192058,8.496,AC,FCC + Im,10.1016/j.jmst.2017.11.007,CoCrCuFeNb8Ni
Alloy 0419, (CoCrCuFeNi)88Nb12,8.383943652,-16.372224,14.8266012,398.0334057,1541.792376,4.588923987,0.115607169,8.344,AC,FCC + Im,10.1016/j.jmst.2017.11.007,CoCrCuFeNb12Ni
Alloy 0420, (CoCrCuFeNi)84Nb16,8.396081499,-17.208576,14.89617139,408.1247331,1581.309134,5.120715665,0.12095,8.192,AC,FCC + Im,10.1016/j.jmst.2017.11.007,CoCrCuFeNb16Ni
Alloy 0421,Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C,8.416976063,-8.898629818,6.184287693,414.6795094,1554.212848,6.628898048,0.155123334,8.280032689,AC,FCC,10.1016/j.jmbbm.2018.10.038,CCo28.2Cr5.92Mn0.50Mo0.62N0.04Si0.13
Alloy 0422,Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C,8.416976063,-8.898629818,6.184287693,414.6795094,1554.212848,6.628898048,0.155123334,8.280032689,AC,FCC,10.1016/j.jmbbm.2018.10.038,CCo28.2Cr5.92Mn0.50Mo0.62N0.04Si0.13
Alloy 0426,Co�33Cr�9W�0.35N�0.01C,9.54117187,-4.38133432,7.656429182,491.2377466,1851.343624,3.596367647,0.202048919,7.7255,AC,FCC,10.1016/j.actbio.2015.12.011,CCoCrNW
Alloy 0427,Co�33Cr�9W�0.35N�0.06C,9.538744927,-4.47743052,7.687645172,491.2513511,1851.613088,3.699123334,0.202645099,7.723,AC,FCC,10.1016/j.actbio.2015.12.011,CCoCrNW
Alloy 0428,Co�33Cr�9W�0.35N�0.1C,9.536803051,-4.554247,7.709559926,491.2679363,1851.82885,3.779302323,0.203120386,7.721,AC,FCC,10.1016/j.actbio.2015.12.011,CCoCrNW
Alloy 0429,Co�33Cr�9W�0.35N�0.25C,9.529518466,-4.84183,7.782229784,491.3480685,1852.639474,4.065808637,0.20488977,7.7135,AC,FCC,10.1016/j.actbio.2015.12.011,CCoCrNW
Alloy 0430,Co�33Cr�9W�0.35N�0.31C,9.526603504,-4.95665152,7.808791533,491.3849106,1852.964395,4.174863091,0.205591884,7.7105,AC,FCC,10.1016/j.actbio.2015.12.011,CCoCrNW
Alloy 0431,Co�33Cr�9W�0.35N�0.01C,9.54117187,-4.38133432,7.656429182,491.2377466,1851.343624,3.596367647,0.202048919,7.7255,AC,FCC,10.1016/j.actbio.2015.12.011,CCoCrNW
Alloy 0432,Co�33Cr�9W�0.35N�0.06C,9.538744927,-4.47743052,7.687645172,491.2513511,1851.613088,3.699123334,0.202645099,7.723,AC,FCC,10.1016/j.actbio.2015.12.011,CCoCrNW
Alloy 0433,Co�33Cr�9W�0.35N�0.1C,9.536803051,-4.554247,7.709559926,491.2679363,1851.82885,3.779302323,0.203120386,7.721,AC,FCC,10.1016/j.actbio.2015.12.011,CCoCrNW
Alloy 0434,Co�33Cr�9W�0.35N�0.25C,9.529518466,-4.84183,7.782229784,491.3480685,1852.639474,4.065808637,0.20488977,7.7135,AC,FCC,10.1016/j.actbio.2015.12.011,CCoCrNW
Alloy 0435,Co�33Cr�9W�0.35N�0.31C,9.526603504,-4.95665152,7.808791533,491.3849106,1852.964395,4.174863091,0.205591884,7.7105,AC,FCC,10.1016/j.actbio.2015.12.011,CCoCrNW
Alloy 0437,MoNbTaTiZr,9.143995687,-1.76,13.38161053,620.862216,2391.448376,5.462505288,0.28168067,4.8,AC,BCC,10.1016/j.msec.2016.12.057,MoNbTaTiZr
Alloy 0442,Al40Cu15Cr15Fe15Si15,4.514533752,-15.87,12.51150515,280.5590422,1077.110574,8.027943668,0.128874939,5.55,AC,Im,10.1016/j.jmrt.2018.06.010,Al40Cr15Cu15Fe15Si15
Alloy 0443,Al60Cu10Fe10Cr5Mn5Ni5Mg5,4.132065906,-7.91,11.35887596,218.7718581,836.1826485,6.79109952,0.141438149,4.95,AC,Im,10.1016/j.jmrt.2018.06.010,Al60Cr5Cu10Fe10Mg5Mn5Ni5
Alloy 0444,Al65Cu5Cr5Si15Mn5Ti5,6.427991268,-10.93333333,13.28429997,322.9759259,1243.616998,5.975627732,0.153899759,7.377777778,AC,Im,10.1016/j.jmrt.2018.06.010,Al65Cr5Cu5Mn5Si15Ti5
Alloy 0445,Al80Mg14Zn2.7Cu2.7Si0.60,2.770112343,-1.47506,5.649761888,174.3252931,652.0539103,4.811561816,0.120148564,3.325,AC,FCC + Im,10.1007/s11665-018-3720-0,Al80Cu2.7Mg14Si0.60Zn2.7
Alloy 0446,Al85Mg10.5Zn2.025Cu2.025Si0.45,2.758612773,-1.096988712,4.559688538,175.5644454,654.0207819,4.151515189,0.103345495,3.25,AC,FCC + Im,10.1007/s11665-018-3720-0,Al85Cu2.025Mg10.5Si0.45Zn2.025
Alloy 0447,Al90Mg7.1Zn1.35Cu1.35Si0.3,2.734147962,-0.769115999,3.466071806,176.7898542,655.9123169,3.487370173,0.086814558,3.161338661,AC,FCC + Im,10.1007/s11665-018-3720-0,Al90Cu1.35Mg7.1Si0.3Zn1.35
Alloy 0448,Al0.5NbTiVZr,6.07,-10.86,13.15,546.755116,2104.16,5.76,0.11,4.33,AC,BCC + Im,10.1179/1743284715Y.0000000032,Al0.5NbTiVZr
Alloy 0449,Al26.6Nb23.8Ti25.1V24.5,5.417762038,-16.988272,11.51925398,429.5054051,1642.654,3.920845644,0.033543964,4.217,AC,BCC,10.4236/msa.2018.913074,Al26.6Nb23.8Ti25.1V24.5
Alloy 0451,AlLiMgZnSn,3.89,-6.08,13.38,182.1381196,701.58,5.16,0.33,4.4,AC,Im,10.1007/s11837-014-1059-z,AlLiMgSnZn
Alloy 0452,Al80Li5Mg5Zn5Sn5,3.05,-0.53,6.47,233.346485,875.5,3.36,0.17,3.35,AC,Im,10.1007/s11837-014-1059-z,Al80Li5Mg5Sn5Zn5
Alloy 0453,Al80Li5Mg5Zn5Cu5,2.91,-1.14,6.47,244.7080489,918.13,3.85,0.17,3.7,AC,Im,10.1007/s11837-014-1059-z,Al80Cu5Li5Mg5Zn5
